tekst,retweets,volgers,plaats,datum,id_str
"RT @COVIDNewsByMIB: 📢#CoronaVirusUpdates:

📍#COVID19 India Tracker 
(As on 06 January, 2021, 08:00 AM)

➡Confirmed cases: 1,03,74,932
➡Reco…",26,68,,Wed Jan 06 06:18:22 +0000 2021,1346702632488824835
"RT @IMinakshiJoshi: #COVID19 ; 20 more people in #India test positive for #UK strain, tally now at 58
#CoronavirusStrain",74,79,,Wed Jan 06 06:18:22 +0000 2021,1346702631842897920
"RT @ABSCBNNews: Quezon City Mayor Joy Belmonte confirms deal for 750,000 AstraZeneca vaccine doses through a tripartite agreement w/ pharma…",7,60,,Wed Jan 06 06:18:22 +0000 2021,1346702630278451200
"RT @Quicktake: “It’s real interest with clients starting the process with us.”

Social unrest and #Covid19 restrictions are driving more Am…",15,5509,,Wed Jan 06 06:18:21 +0000 2021,1346702626826555392
"Obaseki: University of Ibadan exonerates Edo Gov of certificate forgery allegation

https://t.co/Yr33HjqBG7

#javascript #COVID19 #coronavirus #Covid_19 #Nigerians #Buhari #wednesdaythought #WednesdayMotivation https://t.co/HYXJXT1V3q",0,4509,,Wed Jan 06 06:18:20 +0000 2021,1346702623341215744
"I wonder how long it will be this time before some narcissistic, self important celebrity records a pretentious song or video to 'help us through this difficult time' that obviously is in no way a cynical attempt to boast their commercial profile. #lockdown #Lockdown3 #COVID19",0,4612,,Wed Jan 06 06:18:20 +0000 2021,1346702622766604295
"RT @j_mcelroy: 428 new cases of #COVID19 in B.C. announced today, as a post-Christmas spike in cases is still yet to be seen. 

8 deaths, t…",54,1667,,Wed Jan 06 06:18:19 +0000 2021,1346702620195360768
RT @JamesCarville: Happy to have gotten my #COVID19 vaccine today from ⁦@LCMCHealth⁩. Over 70? Get the vaccine.  Do your part. Thank you to…,362,602,,Wed Jan 06 06:18:19 +0000 2021,1346702618500845569
"RT @ashkaur: There is NO data to support further lockdowns - the #lockdown crisis is no longer about #COVID19 anymore.

It’s about power, m…",54,3108,,Wed Jan 06 06:18:19 +0000 2021,1346702617133502464
#Covid #COVID19India #Covid19 The vaccine against Covid 19 is on the horizon. I recollect my involvement in the campaign against Polio as HM in MGR's Cabinet. Dr. Jacob John on Covid Vaccines. My appeal to all - please don't politicise the vaccine effort. Leave it to the experts. https://t.co/7UScRwZOKK,0,664,,Wed Jan 06 06:18:18 +0000 2021,1346702614268788737
RT @otvnews: #Covid19 vaccine is not mandatory for all health workers. The vaccine will be administered to those who will give their consen…,1,15,,Wed Jan 06 06:18:18 +0000 2021,1346702613849411585
"RT @CUH_Cork: Due to COVID-19 our visiting restrictions remain in place, this is to protect our patients and staff, we ask that visitors do…",50,172,,Wed Jan 06 06:18:16 +0000 2021,1346702607109267457
RT @MartinDaubney: Wait... Did Boris just said that he cannot say with confidence that children will be back at school BEFORE THE SUMMER HO…,217,2786,,Wed Jan 06 06:18:15 +0000 2021,1346702600394174465
"Recent studies said that #BeheadingJohntheBaptist wasn't upon the request of #Salome but rather due to the hermit's positive #PCR and his beheading prevented the spread of #Covid19. Concluding that the #VirtuousLady was wrongly accused to avoid spreading Panic.
#endthelockdown https://t.co/OA8jeLjt36",0,132,,Wed Jan 06 06:18:14 +0000 2021,1346702596833234944
"RT @Kempton: Japanese thinking (now &amp; in the past)?
Closing borders is quick (whether it is effective or not)
Anti-#Covid19 measures is slo…",1,9737,,Wed Jan 06 06:18:13 +0000 2021,1346702593351798784
"💉Order early, pay a lot, digitize distribution and stretch the supply.
🇮🇱 That is how #Israel came to be a leader of the world's #COVID19 #vaccination drive, reaching nearly 15% of the country’s 9.3 million population in about two weeks.

https://t.co/2Qm8v8ORtI",0,493891,,Wed Jan 06 06:18:12 +0000 2021,1346702590743085056
"RT @LaurenPelley: Dr. Tom Stewart, a member of Ontario's #COVID19 Science Advisory Table and CEO of two hospital networks, just got back fr…",370,91,,Wed Jan 06 06:18:12 +0000 2021,1346702588914368512
"RT @ashkaur: There is NO data to support further lockdowns - the #lockdown crisis is no longer about #COVID19 anymore.

It’s about power, m…",54,1129,,Wed Jan 06 06:18:11 +0000 2021,1346702586930458627
"RT @OnlyOneCreator1: #vaccine 
#ProudOfIndiaVaccine

●●PERFECT EXPLANATION OF VACCINATION PROCESS ! ●●

#COVID19 
#COVIDー19 

@SattarFarooq…",8,270,,Wed Jan 06 06:18:11 +0000 2021,1346702584103411713
RT @LynnSteelePSW: Hearing the sad news of the loss of another health care worker RPN &amp; SEIU Steward Maureen A. to COVID-19. She was a moth…,35,50,,Wed Jan 06 06:18:09 +0000 2021,1346702578462158849
RT @PrasadLadInd: This is a true milestone for the pharmacy industry of our nation. Two Indian made #COVID19 serums have gotten approval fr…,7,1387,,Wed Jan 06 06:18:09 +0000 2021,1346702576000016387
"RT @UN: Unresolved gaps, inconsistencies &amp; discrepancies raise questions about the elimination of chemical weapons in Syria, as country str…",36,115,,Wed Jan 06 06:18:09 +0000 2021,1346702574855090176
"Unresolved gaps, inconsistencies &amp; discrepancies raise questions about the elimination of chemical weapons in Syria, as country struggles with on-going conflict amid #COVID19, @UN_Disarmament chief @INakamitsu tells Security Council. 
https://t.co/TT5BATc7ee https://t.co/POsXPUTz1M",0,115,,Wed Jan 06 06:18:09 +0000 2021,1346702574850863104
"RT @ndmaindia: #COVID19 | Are you taking the following precautions? 👇 
 
✅ Wearing your #mask properly 😷
✅ Frequently washing your hands wi…",5,424353,,Wed Jan 06 06:18:08 +0000 2021,1346702574456504321
"RT @jidesanwoolu: Lagos,

There is an urgent need for us to be more circumspect in the way we live, interact and socialize with our friends…",864,3,,Wed Jan 06 06:18:07 +0000 2021,1346702569515737091
@christ4moi @oldmanjingles With #BrexitDeal and #COVID19 issues at their forefront. Let’s just laugh at our clowns marauding as activists .,0,485,,Wed Jan 06 06:18:06 +0000 2021,1346702562863558657
"RT @JeremyScrivens: #covid19 has brought forward the #futureofwork, a future that is being re-imagined, not through the traditional problem…",1,153485,,Wed Jan 06 06:18:04 +0000 2021,1346702554546094080
"RT @BuenaOnda_NG: Hello guys, I have these Kaftans at 12k each. Delivery is nationwide.

Please don’t pass without retweeting 

Check out m…",15,417,,Wed Jan 06 06:18:03 +0000 2021,1346702552704950275
"RT @rid1tweets: Update: #COVID19 in #SouthAfrica 🇿🇦 5 January 2021

513 more deaths reported today 😢
Expect a big increase in cases tomorro…",100,455,,Wed Jan 06 06:18:03 +0000 2021,1346702551895433216
"RT @COVIDNewsByMIB: 📢#CoronaVirusUpdates:

✅India's #COVID19 recovery rate improves to 96.36% as on January 06, 2021

#IndiaFightsCorona #U…",19,7944,,Wed Jan 06 06:18:03 +0000 2021,1346702550490222592
Well... that’s me self isolating for the next 7 days !!!!! 😷#CovidTracker #COVID19,0,1599,,Wed Jan 06 06:17:58 +0000 2021,1346702531225915393
"Pick Fern Fabric #dust #mites #fitted protector and totally encased pad safeguards.

#bed #fittedsheets #allergies #summersales #fernfabric #bedroom #bedroomdecor #bedsheet #coverlet #covid19 #decor #decor #pillows

View more on site: https://t.co/6kHUAz52Xu https://t.co/qVrcEfHvLZ",0,73,,Wed Jan 06 06:17:58 +0000 2021,1346702529602543616
"RT @MoriartyLab: Yay!!!!!!!!!!

Canadians who want to work #TogetherAgainstMisinformation, sign up here.

#ScienceUpFirst is about to forma…",19,2029,,Wed Jan 06 06:17:56 +0000 2021,1346702520719089664
"RT @DrEricDing: BREAKING—One hospital in Los Angeles County has begun care rationing by initiating “Crisis Standards of Care”, says NBC New…",1433,23,,Wed Jan 06 06:17:54 +0000 2021,1346702515103019008
"RT @Crypto____World: Which Crypto will have the biggest gains in this Bull Market ?
#Bitcoin
#Ethereum #btc #eth #cardano #xrp #cryptocurre…",3,46,,Wed Jan 06 06:17:54 +0000 2021,1346702513001668608
"RT @SLoCaTOfficial: #DYK that there's a podcast on sustainable transport by @TUMInitiative?
It's called Talking Transport Transformation an…",1,4851,,Wed Jan 06 06:17:54 +0000 2021,1346702512103907330
"RT @OK_thegreatest: As soon as I got home from school due to the covid 19, I decided to learn tailoring.. fast forward to 6 months later 👇👇…",76,10,,Wed Jan 06 06:17:53 +0000 2021,1346702510678024192
RT @GCraughwell: #COVID19 It's time to think outside the box when it comes to a rollout of the #coronavirus #vaccine. Click the link below…,1,70,,Wed Jan 06 06:17:53 +0000 2021,1346702510363439104
"RT @ajplus: Nebraska's governor says undocumented workers in meat plants are not eligible for the #COVID19 vaccine because they are ""not pe…",3683,2695,,Wed Jan 06 06:17:52 +0000 2021,1346702503782453249
"RT @ChinmayNadig: Abuse of power by Mr. R Ashok Anand, VP - NIE MC, against students protesting peacefully outside #NIEMysore campus! #Sham…",33,25,,Wed Jan 06 06:17:50 +0000 2021,1346702495699984391
Hello #INDIA :) How about some #COVID19 relief for #youth #mentalhealth &amp; #wellness Supporing #SDG3 #Heath &amp; #wellbeing This link for YOU! #parents #teachers #family #friends #teens #teenagers #tweens Available on Amazon India! https://t.co/mBX4Uk5s8s https://t.co/fZVHkO7Ojq,0,1603,,Wed Jan 06 06:17:48 +0000 2021,1346702490000117760
"RT @VegTBone: Can anyone confirm where @erinotoole actually was throughout the Christmas break? 
#lockdown 
#COVID19 
#covidiots",59,530,,Wed Jan 06 06:17:46 +0000 2021,1346702482311790592
"#Covid19 vaccine is not mandatory for all health workers. The vaccine will be administered to those who will give their consent. As per information, vaccines will reach #Odisha in 10 days, informs DMET director",1,614082,,Wed Jan 06 06:17:45 +0000 2021,1346702477958156288
"RT @Cleavon_MD: Jolene King, 48, HCW at Phoenix Indian Medical Center in Arizona died from #COVID19. She was of Hopi &amp; Apache ancestry, and…",222,2676,,Wed Jan 06 06:17:43 +0000 2021,1346702468772610049
"RT @jidesanwoolu: 2021 will only work for us if we take #COVID19 seriously and follow the guidelines laid down by @LSMOH 

We simply cannot…",163,375,,Wed Jan 06 06:17:41 +0000 2021,1346702460300226565
"RT @JhayJhayLoner: Armed Police Officers spotted today 5/01/2021 waving down vehicles along isheri Road ...
please retweet aggressively bef…",86,43,,Wed Jan 06 06:17:40 +0000 2021,1346702456638611456
"RT @followKWSG: #Covid19KwaraUpdate: 5th January, 2021 | 10:00pm
 
- 37 new #COVID19 cases confirmed 

...No of active cases: 183 https://t…",8,4436,,Wed Jan 06 06:17:40 +0000 2021,1346702454612750338
"RT @EmekaOkoye: Someone close to me just caught #COVID19.

Kindly mask up or become a #covidiot",3,56,,Wed Jan 06 06:17:40 +0000 2021,1346702453354467330
"RT @docrussjackson: GREAT NEWS: @YouTube has removed the crank #propaganda @talkRADIO channel from its platform for ""violating YouTube’s co…",128,16311,,Wed Jan 06 06:17:39 +0000 2021,1346702453065064448
RT @SiddiquiMaha: .@CNNnews18 has learnt that under these exceptional conditions there may be no chief guest at #RepublicDay2021 after #Bor…,3,90,,Wed Jan 06 06:17:39 +0000 2021,1346702451907280896
"RT @stlaura1977: So now people arriving in the UK will need a negative covid test first....surely if we had done this a year ago?? Horse, s…",1,70,,Wed Jan 06 06:17:39 +0000 2021,1346702450569457664
"Keyamo clarifies confusion between electricity tariff increase, band adjustment

https://t.co/5jVONJ6pJu

#javascript #COVID19 #coronavirus #Covid_19 #Nigerians #Worldnews #wednesdaythought #Buhari #WednesdayMotivation https://t.co/vWdFufVa1V",0,4509,,Wed Jan 06 06:17:37 +0000 2021,1346702442956775425
"RT @AbraarKaran: Race against time to vaccinate when refrigerator fails in CA (&amp; they got it done)

Metaphorically, our national refrigerat…",106,101,,Wed Jan 06 06:17:34 +0000 2021,1346702431925788673
"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

📍Total #COVID19 Cases in India (as on January 06, 2021)

▶️96.36% Cured/Discharged/Migrated (99,…",21,68,,Wed Jan 06 06:17:34 +0000 2021,1346702430616965120
"@drharshvardhan the NEW Xief there,boss of Tedr's&amp;Doc SOWmiya must press for them to b PERMITTED into that nation, aftr all PLAcardwalas in YuN&amp; uuHO &amp;Wrld wide Anti-Trump cabal contributed in the Pandemic-ation, with all their might, USING Libby Press,Doc,scientists&amp; #Covid19🤪 https://t.co/lFDRj3gf4p",0,449,,Wed Jan 06 06:17:34 +0000 2021,1346702428243156992
"RT @CTZebra: Steven Neher, 49yo Nurse Practitioner, Falkenburg Road Jail, Tampa, FL, died of #covid19 12/29. ""He's funny &amp; just makes every…",135,453,,Wed Jan 06 06:17:33 +0000 2021,1346702426674487298
RT @RichardBarrow: Chiang Rai is the latest province to declare that if you are travelling there from any of the 28 provinces in the red zo…,21,94,,Wed Jan 06 06:17:32 +0000 2021,1346702422106783744
"RT @karynmaughan: Disturbingly high levels of #COVID19 deaths being reported in SA in the first days of 2021. 

Since 1 January, 1 637 peop…",41,435,,Wed Jan 06 06:17:31 +0000 2021,1346702419405713408
"RT @Bvweir: #COVID19 

Here’s how #CovidVaccine news impacts YOU, the consumer!

Understand now why so many people are switching to plant-b…",9,20576,,Wed Jan 06 06:17:31 +0000 2021,1346702419053330432
"RT @dysclinic: It's important to rule out ""other""causes of #tachycardia in post-#COVID19 patients: one patient presented to the ER with pos…",32,229,,Wed Jan 06 06:17:28 +0000 2021,1346702404155179009
"RT @NHSEnglandLDN: Lots of people with #COVID19 don't show symptoms. Act like you've got it to help stop the spread.

➡️ For more info, vis…",2,171,,Wed Jan 06 06:17:28 +0000 2021,1346702402876043265
"@realDonaldTrump @Mike_Pence #DirtyDon &amp; #GOPSeditiousTraitors never cared if we lived or died or bothered to battle #COVID19

#TrumpVirusDeathToll358K

#CountryOverTrump

#GOPBetrayedAmerica

1/05 new cases- 225,558

1/05 Deaths- 3,499

Hospitalised - 131,195

Total cases- 21,578,606

Total Deaths- 357,258",0,267,,Wed Jan 06 06:17:27 +0000 2021,1346702400019640320
RT @ICMRDELHI: COVID-19 Testing Update. For more details visit: https://t.co/dI1pqvXAsZ @MoHFW_INDIA @DeptHealthRes #ICMRFIGHTSCOVID19 #Ind…,28,68,,Wed Jan 06 06:17:27 +0000 2021,1346702398681563138
"RT @leader_truth: Covid-19 Factors Explained.

#COVID19 
#vaccine 
#CovidVaccine 
#VaccineStrategy 
#COVIDSecondWave 
Bill Gates 
President…",181,81,,Wed Jan 06 06:17:25 +0000 2021,1346702390444097538
"RT @pastors4txkids: The confusion of our state leaders about the essential, heroic service of our #txed teachers and staff is maddening. Th…",43,341,,Wed Jan 06 06:17:24 +0000 2021,1346702387629719553
"RT @strachanjamie: One day...

Every unit will have an embedded psychological support worker

Who is a part of the team and trusted

One da…",3,256,,Wed Jan 06 06:17:24 +0000 2021,1346702386140770304
"RT @Smackenziekerr: Beneficial effects of #HCQ and #Zinc against #COVID19

The key is preventing infection and stopping post exposure viral…",10,514,,Wed Jan 06 06:17:23 +0000 2021,1346702383393419264
"RT @PTI_News: Telangana's #COVID19 infection tally rises to 2,88,410 as 417 more people test positive. Two fatalities take death toll in th…",7,73,,Wed Jan 06 06:17:22 +0000 2021,1346702378939027456
"RT @karynmaughan: Disturbingly high levels of #COVID19 deaths being reported in SA in the first days of 2021. 

Since 1 January, 1 637 peop…",41,4072,,Wed Jan 06 06:17:21 +0000 2021,1346702376900636678
RT @wef: This is how COVID-19 has impacted workers’ lives around the world @Ipsos https://t.co/gg8QCyDB9c #covid19 #work https://t.co/BxO2k…,75,619,,Wed Jan 06 06:17:20 +0000 2021,1346702369573093376
"RT @TopThestreets: Zimbabweans says it is do or die for them to live in South Africa than fighting for freedom in Zimbabwe.

#CloseBeitbrid…",42,5268,,Wed Jan 06 06:17:19 +0000 2021,1346702366284906508
"#COVID19 It's time to think outside the box when it comes to a rollout of the #coronavirus #vaccine. Click the link below to read some of my thoughts on how we can meet the challenge.
https://t.co/r06UXTF6Qt",1,10247,"{'id': '723427e351a01e72', 'url': 'https://api.twitter.com/1.1/geo/id/723427e351a01e72.json', 'place_type': 'city', 'name': 'Dun Laoghaire-Rathdown', 'full_name': 'Dun Laoghaire-Rathdown, Ireland', 'country_code': 'IE', 'country': 'Ireland', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-6.2820377, 53.1992829], [-6.0667589, 53.1992829], [-6.0667589, 53.315283], [-6.2820377, 53.315283]]]}, 'attributes': {}}",Wed Jan 06 06:17:19 +0000 2021,1346702365664141314
"So now people arriving in the UK will need a negative covid test first....surely if we had done this a year ago?? Horse, stable door and bolted come to mind?
#COVID19",1,53,,Wed Jan 06 06:17:18 +0000 2021,1346702362203873288
"RT @Quicktake: “It’s real interest with clients starting the process with us.”

Social unrest and #Covid19 restrictions are driving more Am…",15,5006,,Wed Jan 06 06:17:17 +0000 2021,1346702360714891265
