tekst,retweets,volgers,plaats,datum,id_str
"RT @BUonCities: Today the @BUonCities team, supported by @Citi &amp; @Rockefeller, released the second set of findings from the 2020 #MeninoSur…",2,785,,Thu Dec 03 13:39:32 +0000 2020,1334492467698278400
"RT @Lachelle_Dawn: I try to be thoughtful about what I write/say because words matter. I don’t always get it right, but this is a hill I am…",19,9,,Thu Dec 03 13:39:32 +0000 2020,1334492466158972929
"Rather than #SprayAndPray approach with all good intentions, such critical topic need deeper #ForensicResearch, at par with developing #Vaccine for #Covid19. Come and join the community of #NationBuilders working to eradicate avoidable Road Deaths.
https://t.co/4unaJzGH6b https://t.co/zYQU38KpR2",0,834,,Thu Dec 03 13:39:31 +0000 2020,1334492463252168715
RT @sarahgollust: NEW: The latest @JPHMPdirect issue features a #COVID19 supplement sponsored by @BigCitiesHealth @debeaumontFndtn and @AST…,2,2163,,Thu Dec 03 13:39:30 +0000 2020,1334492460861562888
"RT @DHSCgovuk: The development of the @Pfizer/@BioNTech_Group #COVID19 vaccine involved overlapping clinical trials to save time.
 
Listen…",20,169,,Thu Dec 03 13:39:30 +0000 2020,1334492460240658432
RT @HirstPhotos: So much going on today for #IDDP2020 - watching the launch of the #DWManifesto - #Covid19 has made it clear how much still…,4,4055,,Thu Dec 03 13:39:29 +0000 2020,1334492456138706945
RT @KellyMDoran: I was a senior in college when 9/11 happened and I thought it would be the singular defining U.S. tragedy of my lifetime.…,16,3964,,Thu Dec 03 13:39:27 +0000 2020,1334492447263629313
"RT @gabefabreau: Took a pt. admitted for something else, but found to have #COVID19. They had symptoms for days prior to admission didn’t t…",160,1011,,Thu Dec 03 13:39:26 +0000 2020,1334492440242302978
The impact of #COVID19 on education and other related consequences will drive more children on to the streets. But you can help prevent that by supporting our #TakeMeBackToSchool campaign. Click here https://t.co/sPhnCs5sgb to support https://t.co/JcBZ033MLN,0,874,,Thu Dec 03 13:39:25 +0000 2020,1334492437113401346
"RT @ifi_aub: It's today LIVE - 4 pm on zoom and our official page on Facebook!

Don't forget to join our webinar on ""#Oil Market Outlook an…",6,761,,Thu Dec 03 13:39:24 +0000 2020,1334492433976094729
RT @DrEricDing: ⚠️HOLY SMOKES. Sen Perdue’s broker bought Pfizer stock in Feb even when Pfizer warned of *bad outlook*. Then he bought more…,2866,75,,Thu Dec 03 13:39:23 +0000 2020,1334492430826156033
"RT @picardonhealth: How COVID vaccines are being divvied up around the world. Canada leads the pack in terms of doses secured per capita, b…",55,10143,,Thu Dec 03 13:39:23 +0000 2020,1334492429379100674
RT @drgrcevich: Spikes in suicide rates in Asia may be a harbinger of things to come here related to #COVID19 #mentalhealth https://t.co/Dh…,1,22895,,Thu Dec 03 13:39:22 +0000 2020,1334492426048835588
"RT @morethanmySLE: Governor Cuomo re: people who REFUSE to comply with #COVID19 restrictions: ""You want to be a tough guy?...I'll tell you…",1350,1399,,Thu Dec 03 13:39:22 +0000 2020,1334492425604255745
"RT @HWStaffordshire: On your way home from #University for #Christmas? 
It's important to follow national guidance to be able to travel bet…",1,763,,Thu Dec 03 13:39:21 +0000 2020,1334492422013849603
"RT @guebrayberhane: 📢 Happy #IDPD2020 ❗❗❗

Join us for a dialogue on #DisabilityInclusion &amp; best response 2 #COVID19 pandemic.

Key insight…",31,323,,Thu Dec 03 13:39:21 +0000 2020,1334492421699194881
RT @DrEricDing: ⚠️HOLY SMOKES. Sen Perdue’s broker bought Pfizer stock in Feb even when Pfizer warned of *bad outlook*. Then he bought more…,2866,1067,,Thu Dec 03 13:39:21 +0000 2020,1334492421208596483
RT @DrEricDing: ⚠️HOLY SMOKES. Sen Perdue’s broker bought Pfizer stock in Feb even when Pfizer warned of *bad outlook*. Then he bought more…,2866,95,,Thu Dec 03 13:39:21 +0000 2020,1334492420839452674
"Just seen on the news again @Keir_Starmer calling for emergency legislation enabling people to be fined for spreading misinformation.
Otherwise known as disagreeing with the narrative or voicing your own opinion.
#dangerousman
#FreeSpeech 
#Covid19",0,1854,,Thu Dec 03 13:39:21 +0000 2020,1334492419690205189
"RT @GovCanHealth: Reminder! All travellers to Canada whether by air, land or sea must use #ArriveCAN or call 1-833-641-0343 toll-free, with…",28,89,,Thu Dec 03 13:39:18 +0000 2020,1334492410383126530
"RT @CDCgov: 🧪 COVID-19 Science Update:

Read the latest #COVID19 research on the spread of the virus in military settings, reasons for impr…",46,10143,,Thu Dec 03 13:39:18 +0000 2020,1334492407786852360
RT @INTERPOL_HQ: 📣 BREAKING: INTERPOL has issued a global alert to law enforcement across its 194 member countries warning them to prepare…,709,2457,,Thu Dec 03 13:39:17 +0000 2020,1334492406138499072
"RT @RESCUEorg: ""I really admired how everyone helped me. Now I feel it is my turn to help out.""
 
Nyeing is a refugee from Myanmar who step…",1,2032,,Thu Dec 03 13:39:17 +0000 2020,1334492404620156935
"Pfizer-BioNTech COVID-19 vaccine only approved after strict tests: MHRA
https://t.co/08mIjFAknu #COVIDー19 #CovidVaccine #COVID19 #coronavirus #Corona #CoronaVirusUpdates #coronavirusuk #Pfizer #Pfizervaccine #PfizerBioNTech #UK #CoronavirusVaccine #CoronaVaccine",0,3,,Thu Dec 03 13:39:17 +0000 2020,1334492402262790144
"RT @IDEpiPhD: It would be great to know if #COVID19 #vaccines prevent infection in addition to disease, but we rarely determine this from P…",5,3383,,Thu Dec 03 13:39:16 +0000 2020,1334492400262197249
"RT @BleedingMarine: If you can’t wear a mask, if you can’t social distance, if you can’t follow the rules to slow the out-of-control spread…",9,102,,Thu Dec 03 13:39:16 +0000 2020,1334492398257377281
"Canada ‘as well poised as any country’ for #COVID19 vaccine distribution, defence chief @CDS_Canada_CEMD says, by @leeberthiaume  https://t.co/Hk9doQA3xj via @globeandmail #cdnhealth #cdnpoli #vaccination",0,116471,,Thu Dec 03 13:39:15 +0000 2020,1334492397661786112
"RT @siushi: @lapublichealth #COVID19, cold, or flu? ⬇️ https://t.co/9aAq5DPVl8",1,3282,,Thu Dec 03 13:39:14 +0000 2020,1334492389784825860
RT @gbdeclaration: The #Covid19 response in many countries has been blanket #lockdowns. Collateral harms of this are far reaching. A new UK…,129,406,,Thu Dec 03 13:39:13 +0000 2020,1334492385653510148
"#LiftTheTravelBan #LoveIsNotTourism RT @schengen_info: ACI EUROPE has called on European governments to immediately lift quarantine measures and other travel restrictions.

#COVID19 #TravelRestrictions #EUentryban https://t.co/XS4YJQ1jWC",0,150,,Thu Dec 03 13:39:12 +0000 2020,1334492384764305409
"Interesting idea for first phase of #Covid19 vaccine rollout: ""We propose a different approach: target several hot zones with high numbers of Covid-19 cases, especially those zones with rising Covid-19 hospitalization rates."" https://t.co/o9tZcUoOhb via @statnews",0,8721,,Thu Dec 03 13:39:12 +0000 2020,1334492382948192257
"RT @antonioguterres: When crises such as #COVID19 grip communities, people with disabilities are among the worst affected.

Let's commit to…",94,248,,Thu Dec 03 13:39:12 +0000 2020,1334492382289653760
"RT @WHO: #WearAMask to stop #COVID19 from spreading.
-Clean your 👐 before putting it on, when you touch it &amp; after taking it off
-Use, stor…",335,1865,,Thu Dec 03 13:39:10 +0000 2020,1334492376778280960
"RT @BUonCities: Today the @BUonCities team, supported by @Citi &amp; @Rockefeller, released the second set of findings from the 2020 #MeninoSur…",2,536,,Thu Dec 03 13:39:10 +0000 2020,1334492376447000577
"Felt like reposting this today. It’s good we voted Trump out, but we did not demand his removal with millions in the streets &amp; this had a cost. 

#COVIDー19 #COVID19 #Covid_19 

https://t.co/hVTF9cm3Cg",0,1105,,Thu Dec 03 13:39:09 +0000 2020,1334492371933745152
"RT @CDCgov: While getting #COVID19 may offer some natural protection, the risk of severe illness and death from COVID-19 far outweighs any…",226,2785,,Thu Dec 03 13:39:08 +0000 2020,1334492366753894401
Amazon's hiring spree of hundreds of thousands of workers gets its real test starting Black Friday $AMZN #Amazon #Jobs #Retail #Malls #Hiring #NowHiring #FreeDelivery #Delivery #Pandemic #Covid19 #Stocks #WallStreet #Economy  https://t.co/PnDclNFH5J,0,3146,,Thu Dec 03 13:39:08 +0000 2020,1334492364786855939
#COVID19 Yesterday https://t.co/Gwcoj0qfF7,0,10795,,Thu Dec 03 13:39:06 +0000 2020,1334492359367733249
RT @DrEricDing: ⚠️HOLY SMOKES. Sen Perdue’s broker bought Pfizer stock in Feb even when Pfizer warned of *bad outlook*. Then he bought more…,2866,1651,,Thu Dec 03 13:39:06 +0000 2020,1334492358856077312
"RT @euromaestro: More Americans died from COVID-19 in a single day than died from the 9/11 terrorist attacks 

US COVID-19 deaths exceed 3k…",98,251,,Thu Dec 03 13:39:06 +0000 2020,1334492356519686145
"RT @UNDP_Rwanda: In line with the celebration of the International Day of Persons with Disabilities 2020, @UNDP_Rwanda provided 9 cooperati…",1,2131,,Thu Dec 03 13:39:05 +0000 2020,1334492354103963651
"Obama, Bush and Clinton say they're willing to take a #COVID19 vaccine on camera to encourage skeptical Americans to do the same. https://t.co/jTdzCsS30z",0,4647,,Thu Dec 03 13:39:05 +0000 2020,1334492353864867843
"RT @LiuXininBeijing: With new evidence emerging, researchers are investigating the origin of  #COVID19. Anything new we don't know? The Dig…",3,2115,,Thu Dec 03 13:39:05 +0000 2020,1334492352883339266
RT @JamaicaObserver: IBM security researchers say they have detected a cyberespionage effort using targeted phishing emails to try to colle…,3,831,,Thu Dec 03 13:39:03 +0000 2020,1334492346583556102
"RT @vonderleyen: Happy to speak to @UEFA President Čeferin to discuss partnership, #EUGreenDeal, vaccinations &amp; much more. Great to have yo…",50,1597,,Thu Dec 03 13:39:03 +0000 2020,1334492346155724805
"Exciting news for @LBofHounslow residents.
Most of the libraries in #Hounslow are reopened now.
#Covid19 
For destils follow link:  https://t.co/XT3nMLs4TQ https://t.co/9rBje20pke",0,5,"{'id': '0b30aadf406d13cc', 'url': 'https://api.twitter.com/1.1/geo/id/0b30aadf406d13cc.json', 'place_type': 'city', 'name': 'Hounslow', 'full_name': 'Hounslow, London', 'country_code': 'GB', 'country': 'United Kingdom', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-0.457966, 51.420633], [-0.243419, 51.420633], [-0.243419, 51.502851], [-0.457966, 51.502851]]]}, 'attributes': {}}",Thu Dec 03 13:39:03 +0000 2020,1334492346021519362
Join the Gender Data Network’s webinar with @Data2X and @ECAStats on Tuesday 15 December at 2pm GMT to learn what the @ilo is doing to fill #genderdata gaps in labor statistics during #COVID19. Register here: https://t.co/ndurd0TeyZ. https://t.co/5lhfVIXYSY,0,15199,,Thu Dec 03 13:39:02 +0000 2020,1334492342171168771
"Explore @ODIdev's first Economic Pulse series on #China’s international economic response to #Covid19 and implications for Belt and Road Initiative countries, as investment and engagement shifts from Europe to Asia, Africa and Latin America
https://t.co/CexB6eugcc https://t.co/fBpYVdWhOV",0,14990,,Thu Dec 03 13:39:02 +0000 2020,1334492341990805509
RT @stpiindia: #AI can revolutionise the drug development process for #COVID19 by enabling the pharmaceutical companies to analyse clinical…,131,68,,Thu Dec 03 13:39:02 +0000 2020,1334492341759930371
RT @CanAditude: Should Employers have the right to make it mandatory that their employees get the #Covid19 vaccine?,24,42,,Thu Dec 03 13:39:01 +0000 2020,1334492337993621507
RT @Kat_Arney: “The vaccine has been developed too quickly and is unsafe” Here are some things you should know about why the #COVID19 #vacc…,101,1666,,Thu Dec 03 13:39:00 +0000 2020,1334492334365560836
RT @mengival: I don't get why @erinotoole is even bothered about vaccines at all considering that CPC MP Derek Sloan has a  vaccine petitio…,4,1737,,Thu Dec 03 13:38:59 +0000 2020,1334492329089118211
RT @DrEricDing: NEW—Dire warnings in WH Coronavirus Task Force’s confidential state report warns “#COVID19 risk to all Americans is at a hi…,745,535,,Thu Dec 03 13:38:58 +0000 2020,1334492325175767040
RT @DrEricDing: NEW—Dire warnings in WH Coronavirus Task Force’s confidential state report warns “#COVID19 risk to all Americans is at a hi…,745,15226,,Thu Dec 03 13:38:58 +0000 2020,1334492324856913920
RT @Sevicsafrica: Research and Policy Resources: COVID-19’s Impact on Sexual and Reproductive Health and Rights https://t.co/a9BnPblFAK #co…,1,4546,,Thu Dec 03 13:38:57 +0000 2020,1334492319836491776
Research and Policy Resources: COVID-19’s Impact on Sexual and Reproductive Health and Rights https://t.co/a9BnPblFAK #covid19,1,149,,Thu Dec 03 13:38:56 +0000 2020,1334492314820112390
RT @SheenaParish: @5Agenda21 The Gates family heavily involved in #depopulation abortions Planned Parenthood. Rockefeller Lockstep 2010 pre…,6,4453,,Thu Dec 03 13:38:55 +0000 2020,1334492313918300161
"A disaster..! Debenhams could have to close its #UK operations due to the ""effects of the #covid19 pandemic (as) the outlook for a restructured operation is highly uncertain (...)""

#crisis #retailers #retail #departmentstores #lon…https://t.co/sl8SwYpnKH https://t.co/xpafNZBtKT",0,172,,Thu Dec 03 13:38:55 +0000 2020,1334492311158468609
"RT @BloodDonorsIn: #Faridabad
Need #Blood Type :  A-positive
At : Sarvodaya Hospital. 
Blood Component : Need Plasma from A+ve #COVID19 rec…",27,78,,Thu Dec 03 13:38:55 +0000 2020,1334492310520823809
"From @TheLancet: Growing up in the shadow of #COVID19, #mentalhealth needs increase in youth 

https://t.co/vkefcaB4eY",0,739,,Thu Dec 03 13:38:55 +0000 2020,1334492310504091650
"RT @AmakaUbakaTV: Former Presidents Bill Clinton, Barack Obama &amp; George W. Bush have all agreed to receive a #covid19 vaccine once availabl…",1,338918,,Thu Dec 03 13:38:54 +0000 2020,1334492308964773888
RT @DrEricDing: ⚠️HOLY SMOKES. Sen Perdue’s broker bought Pfizer stock in Feb even when Pfizer warned of *bad outlook*. Then he bought more…,2866,522,,Thu Dec 03 13:38:54 +0000 2020,1334492307563966469
"RT @KathrynDiss: The US has recorded its worst daily #COVID19 death toll: 3,157.

More people died yesterday than in the 911 attacks. https…",5,5306,,Thu Dec 03 13:38:52 +0000 2020,1334492300945178625
"What every mayor in #America should be saying right now.
#LosAngeles 
#COVID19 https://t.co/KvKC3MTs90",0,184,,Thu Dec 03 13:38:51 +0000 2020,1334492295169773570
"RT @DrEricDing: 📍TYSON FOODS &amp; Iowa Gov Kim Reynolds both complicit in outbreak. @TysonFoods even had a Wuhan factory, so it knew #COVID19…",359,181,,Thu Dec 03 13:38:49 +0000 2020,1334492288538521603
"@DanCrenshawTX #COVID19 more than #300kAmericasDiedYesterday.
#TrumpLied300KAmericansDied 
#TrumpHasNoPlan #PenceHasNoPlan
#GOPCorruptionOverCountryComplicit.
#FoxNewsComplicit
#MaskUpAmerica",0,112,,Thu Dec 03 13:38:49 +0000 2020,1334492287510831107
RT @CTurnerFCDO: HRH The Prince of Wales champions the bond between #Commonwealth nations. Today he spoke to @ImranKhanPTI to reaffirm 🇬🇧 &amp;…,187,604,,Thu Dec 03 13:38:48 +0000 2020,1334492284155523073
"RT @sallycthomas1: #IDPWD2020, a great day to START treating #PWD in Ont. with the dignity &amp; respect we deserve, @fordnation! Restore #COVI…",2,1529,,Thu Dec 03 13:38:48 +0000 2020,1334492280938491904
RT @JustinPicheh: Yesterday @CSC_SCC_en reported 21 more prisoners (from 476 on Nov 27th to 497 on Dec 1st) tested positive for #COVID19. W…,1,2777,,Thu Dec 03 13:38:48 +0000 2020,1334492280816807937
"RT @DrDenaGrayson: I will never forgive Trump and the @GOP for willfully LYING while our loved ones DIED on their watch.

Pass it on.

#COV…",9598,14,,Thu Dec 03 13:38:47 +0000 2020,1334492279973744643
"RT @UN_PGA: The surest way to end #COVID19 is also the fairest. That’s why I'm launching an initiative called: #Vaccines4All. 

When vaccin…",43,248,,Thu Dec 03 13:38:47 +0000 2020,1334492279344652289
RT @DrEricDing: ⚠️HOLY SMOKES. Sen Perdue’s broker bought Pfizer stock in Feb even when Pfizer warned of *bad outlook*. Then he bought more…,2866,46,,Thu Dec 03 13:38:47 +0000 2020,1334492278019252224
"RT @clopezcorrea: Totally worth the early start (4:00am)!

Great round table on #COVID19 genomics lead by @JimBethell w/ partners from 🇨🇦,…",4,3540,,Thu Dec 03 13:38:46 +0000 2020,1334492275947294725
"RT @Lachelle_Dawn: I try to be thoughtful about what I write/say because words matter. I don’t always get it right, but this is a hill I am…",19,200,,Thu Dec 03 13:38:46 +0000 2020,1334492275469127680
"IBM detects hacking ploy to target #COVID19 vaccine supply https://t.co/AsqLZ5npBC ""a nation state appeared to be involved.""",0,9244,,Thu Dec 03 13:38:45 +0000 2020,1334492268250750976
"RT @DavidLat: Hard to believe, but true; Japan's #COVID19 death toll is just over 2,100.",13,217,,Thu Dec 03 13:38:43 +0000 2020,1334492262328393731
"RT @UNVolunteers: #TogetherWeCan💙 light up social media with blue hearts like never before, to thank volunteers for their extraordinary eff…",6,3375,,Thu Dec 03 13:38:43 +0000 2020,1334492261489537027
"RT @DrDenaGrayson: I will never forgive Trump and the @GOP for willfully LYING while our loved ones DIED on their watch.

Pass it on.

#COV…",9598,91,,Thu Dec 03 13:38:43 +0000 2020,1334492260239634435
"RT @BallouxFrancois: #COVID19 damages the brain, the collective brain of society. The fervour, the fear, the rage and the anger fuelling bi…",198,1197,,Thu Dec 03 13:38:42 +0000 2020,1334492259199365120
"RT @JourneyHeroTech: ⁦@IBM⁩ has uncovered ""a global #phishing campaign"" focused on organisations associated with the #COVID19 vaccine.  htt…",1,492,,Thu Dec 03 13:38:42 +0000 2020,1334492257924358148
RT @DrEricDing: NEW—Dire warnings in WH Coronavirus Task Force’s confidential state report warns “#COVID19 risk to all Americans is at a hi…,745,575,,Thu Dec 03 13:38:41 +0000 2020,1334492255311126530
"RT @vonderleyen: Happy to speak to @UEFA President Čeferin to discuss partnership, #EUGreenDeal, vaccinations &amp; much more. Great to have yo…",50,4546,,Thu Dec 03 13:38:41 +0000 2020,1334492254413742080
RT @DrEricDing: ⚠️HOLY SMOKES. Sen Perdue’s broker bought Pfizer stock in Feb even when Pfizer warned of *bad outlook*. Then he bought more…,2866,382,,Thu Dec 03 13:38:41 +0000 2020,1334492253390315521
"RT @SabanLab: Why is the incidence of cases, morbidity and mortality of #COVID19 lower in women relative to men? We hope our findings help…",13,434,,Thu Dec 03 13:38:41 +0000 2020,1334492251205087237
"RT @vonderleyen: Happy to speak to @UEFA President Čeferin to discuss partnership, #EUGreenDeal, vaccinations &amp; much more. Great to have yo…",50,1136,,Thu Dec 03 13:38:40 +0000 2020,1334492250735321089
RT @Kat_Arney: “The vaccine has been developed too quickly and is unsafe” Here are some things you should know about why the #COVID19 #vacc…,101,2231,,Thu Dec 03 13:38:40 +0000 2020,1334492250722758656
"RT @Shawnee_Leath: Katie argues that the #COVID19 plan isn’t a stimulus plan, rather it’s about basic funds for desperate people who need t…",26,2694,,Thu Dec 03 13:38:40 +0000 2020,1334492246968655878
